group,n,large_rmse,ft_rmse,large_mae,ft_mae,delta_rmse_ft_minus_large,frac_ft_better
narrowbody,27547,74.48992203411592,80.96566721566508,39.453458911121935,40.02655970347427,6.475745181549158,0.5160997567793226
widebody_heavy,9614,404.7744857624115,418.1998803751701,183.13523400822285,171.64239865361745,13.425394612758623,0.508633243187019
