alt_band,n,n_frac,mae,rmse,bias_mean_pred_minus_actual,median_bias,sse,sse_share,mean_actual_kg,mean_pred_kg
high_>=9km,56498,0.9212431515783981,92.90084112295571,237.57127091773674,32.41456146902668,29.1493027218739,3188753265.0314484,0.9342602894272616,442.7154147838154,475.12997625284197
low_<3km,1527,0.0248989042525437,55.17594069558707,333.035244806244,17.285440689129107,6.329563973280138,169363348.23037753,0.04962110191191669,96.01866986771446,113.30411055684358
mid_3-9km,3303,0.05385794416905818,45.97226909896071,129.0583184269941,18.024331730560746,12.299513976644803,55014931.68083684,0.016118608660821786,121.35689807084468,139.38122980140542
