approach,model,mae,rmse,r2
E+W (no bins),XGB,83.93409170892735,213.09038496277853,0.9427342634828277
E+W (no bins),LGBM,87.69411361952825,211.03283940081207,0.9438348106446736
E+W (no bins),CatBoost,91.25781725670988,210.7597143171029,0.9439800979398905
E+W + vrate bins,XGB,84.04139238688238,215.54130422370142,0.9414093716488634
E+W + vrate bins,LGBM,87.28692627828057,212.3479484031042,0.9431326119139536
E+W + vrate bins,CatBoost,91.51559523076263,212.0740665012872,0.9432792100270747
