name,run_name,alpha,beta,val_rmse,val_mae,val_bias,val_r2,teacher_val_rmse,teacher_student_rmse_gap,student_vs_teacher_rmse,train_rmse,train_mae,train_bias,train_r2,best_epoch,epochs_ran,train_seconds,n_params,device,best_val_rmse
KD-0,KD-0,0.0,1.0,189.48682682800197,77.92049407958984,5.330819129943848,0.949815236372984,196.7724091147552,-7.285582286753225,112.10870331160162,269.17997522575985,83.87438201904297,2.189436197280884,0.9117261995772239,80,80,268.941659450531,1132545,cuda,189.48682682800197
KD-1,KD-1,0.1,0.9,188.3065675990838,76.90866088867188,-4.328866481781006,0.9504384624287427,196.7724091147552,-8.4658415156714,110.80465033730397,260.181296230145,81.06885528564453,-7.9683003425598145,0.9175295293696567,80,80,438.73443603515625,1132545,cuda,188.3065675990838
KD-2,KD-2,0.2,0.8,189.48203159014238,76.90636444091797,1.9527095556259155,0.9498177763367122,196.7724091147552,-7.290377524612808,110.19787649953213,253.37480586006447,79.01394653320312,-2.094183921813965,0.9217880372494321,80,80,281.6672430038452,1132545,cuda,189.48203159014238
KD-3,KD-3,0.3,0.7,191.5799839346469,76.10303497314453,2.5890467166900635,0.9487003854735617,196.7724091147552,-5.192425180108302,113.55202408708993,248.9491692250334,76.5540771484375,-0.8179787397384644,0.9244963947309223,78,80,281.32406640052795,1132545,cuda,191.5799839346469
KD-4,KD-4,0.5,0.5,196.783588322875,76.23003387451172,4.703196048736572,0.9458757878122689,196.7724091147552,0.011179208119813211,125.14686965244981,244.02348277705423,72.93819427490234,1.7367023229599,0.9274546518393406,78,80,280.19754815101624,1132545,cuda,196.783588322875
KD-5,KD-5,0.7,0.3,209.22305143126903,77.48611450195312,-4.209255695343018,0.9388166995963253,196.7724091147552,12.450642316513836,139.10023206234968,240.93198710423735,67.96807861328125,-9.03271484375,0.929281139876157,78,80,278.25974774360657,1132545,cuda,209.22305143126903
KD-6,KD-6,0.9,0.1,222.04391848918374,80.40188598632812,-6.666625499725342,0.9310885159963521,196.7724091147552,25.271509374428547,159.53540823439846,245.66753233283976,65.91106414794922,-11.090702056884766,0.9264738452686575,78,80,274.35032963752747,1132545,cuda,222.04391848918374
KD-7,KD-7,1.0,0.0,221.3150319264281,81.2995834350586,-5.581536769866943,0.9315401943325331,196.7724091147552,24.542622811672913,162.98589165454217,247.70748332283574,65.64761352539062,-9.65087604522705,0.9252476963663956,78,80,278.015988111496,1132545,cuda,221.3150319264281
