body_class,n,large_rmse,ft_rmse,ft_advantage,mean_cls_entropy,top1_mass,aircraft_cat_mass,physics_mass,trajectory_mass,js_shift_from_common
narrowbody,27547,74.48992190252716,80.9656671522408,-6.47574524971364,1.8296105447999318,0.5155253245559462,0.007141333068027415,0.5020203938874791,0.2337391582454,0.0031209746624131732
widebody_heavy,9614,404.7744894206923,418.19988410011786,-13.425394679425551,1.7043234520799682,0.569492530073821,0.029915319763144623,0.5793638181414851,0.18455556050618746,0.04263873458856439
