name,run_name,seed,hidden_dims,hidden_dims_str,target_params,n_params,checkpoint_mb,alpha,beta,val_rmse,val_mae,val_bias,val_r2,teacher_val_rmse,student_vs_teacher_rmse,teacher_student_rmse_gap,train_rmse,best_epoch,epochs_ran,train_seconds,device,checkpoint
XLarge,XLarge_seed42,42,2560x2048,2560x2048,~5-10M,6748673,25.748628616333008,0.1,0.9,228.13989462613395,81.28582000732422,-0.17457929253578186,0.9316297166987774,244.14115486523167,51.29922596251255,-16.001260239097718,234.89269727856603,79,80,319.66346645355225,cuda,C:\Users\mukun\major project\ZeroPing\results\distillation\capacity_scaling\runs\XLarge_seed42\best_model.pt
XLarge,XLarge_seed123,123,2560x2048,2560x2048,~5-10M,6748673,25.748628616333008,0.1,0.9,229.90206962719859,81.2297592163086,-3.629720449447632,0.9305694400163762,244.14115486523167,58.25593811608242,-14.239085238033084,239.66777537779743,56,68,285.34294033050537,cuda,C:\Users\mukun\major project\ZeroPing\results\distillation\capacity_scaling\runs\XLarge_seed123\best_model.pt
XLarge,XLarge_seed3407,3407,2560x2048,2560x2048,~5-10M,6748673,25.748628616333008,0.1,0.9,228.85740277437685,80.79136657714844,-4.403308391571045,0.9311989864465665,244.14115486523167,52.5595149477863,-15.283752090854819,235.769249435627,79,80,342.02956795692444,cuda,C:\Users\mukun\major project\ZeroPing\results\distillation\capacity_scaling\runs\XLarge_seed3407\best_model.pt
XLarge,XLarge_seed2025,2025,2560x2048,2560x2048,~5-10M,6748673,25.748628616333008,0.1,0.9,227.94431909265484,81.21354675292969,-4.712423801422119,0.9317468888680168,244.14115486523167,50.92371922227281,-16.196835772576833,235.06929658701108,78,80,335.58182406425476,cuda,C:\Users\mukun\major project\ZeroPing\results\distillation\capacity_scaling\runs\XLarge_seed2025\best_model.pt
XLarge,XLarge_seed9999,9999,2560x2048,2560x2048,~5-10M,6748673,25.748628616333008,0.1,0.9,227.5826742851619,80.55520629882812,-6.385941982269287,0.931963290861601,244.14115486523167,52.411759481490016,-16.558480580069784,235.17904205938171,78,80,323.22234869003296,cuda,C:\Users\mukun\major project\ZeroPing\results\distillation\capacity_scaling\runs\XLarge_seed9999\best_model.pt
