variant,hypothesis,expected_gain,rank_rmse,final_rmse,combined_rmse,rank_mae,final_mae,combined_mae,combined_bias,pct_overpredict,narrow_rmse,heavy_rmse,a20n_rmse,a320_rmse,a359_rmse,b77w_rmse,b744_rmse,cruise_rmse,climb_rmse,descent_rmse,ultralong_rmse,medium_rmse,delta_combined_vs_baseline,delta_vs_221_33
R6_baseline_mass_P1E,"","",235.2876464162842,223.66261075954688,228.3125525456305,87.9638185304833,85.00928277892369,86.1731178083748,24.059580133639002,70.11805374380381,80.6586270080328,427.51264374382095,83.34813169277132,68.81951985388555,333.1084113547912,839.6841887106854,979.8066875888937,248.90443002471116,189.80310057378335,126.9637224419616,440.11859496056195,96.11478126399082,0.06201266730980137,
R6_haul_specialist_cat,FuelFlow specialist on >= 8.0h flights,-2 to -8 kg,239.5995671539429,222.7182099025687,229.5162924849529,84.09903979104591,78.39559336594264,80.64226468634516,11.955897037172896,67.47815027393686,80.49587104975608,430.0864571828591,83.36311782005447,68.5463559805729,348.033000180322,849.2571878115613,875.3574967018792,250.76058455007754,190.30298318694483,122.8635839257737,442.85059023197033,96.11478126399082,1.2657526066322191,8.1862924849529
