variant,hypothesis,expected_gain,rank_rmse,final_rmse,combined_rmse,rank_mae,final_mae,combined_mae,combined_bias,pct_overpredict,narrow_rmse,heavy_rmse,a20n_rmse,a320_rmse,a359_rmse,b77w_rmse,b744_rmse,cruise_rmse,climb_rmse,descent_rmse,ultralong_rmse,medium_rmse,delta_combined_vs_baseline,gate,gate_reason
P2_heavy_lgbm_flow_on_P1base,A359/B77W/B744 drive 72% SSE; FuelFlow specialist on heavy types reduces long-haul error without touching narrowbodies,−5 to −12 kg,242.9664095873615,217.99831046146912,228.16000992343893,87.0315798418499,82.51467170628291,84.29394816628532,18.065023496215517,67.9608009392121,83.20748098980849,425.7568155121191,86.34066959949008,69.11415859448682,336.3087442229451,856.0169142266978,936.5660630498519,247.124355745918,205.3371866834414,123.62460394080333,440.5280856314714,96.908704224033,-0.09052995488175952,KEEP,accepted_vs_official_floor
P2_heavy_cat_flow_on_P1base,A359/B77W/B744 drive 72% SSE; FuelFlow specialist on heavy types reduces long-haul error without touching narrowbodies,−5 to −12 kg,235.30307111926163,222.1807628140794,227.44022801436807,85.49024878986187,81.2275055261275,82.90666270988199,15.003997971747637,67.27595877902426,83.20748098980849,424.2642619935686,86.34066959949008,69.11415859448682,343.8090838065408,830.5358203482057,883.0309862756891,245.63089746369755,203.90127864529123,131.00934007749385,437.4720907622366,98.94001894989708,-0.8103118639526201,KEEP,accepted
P2_heavy_xgb_flow_on_P1base,A359/B77W/B744 drive 72% SSE; FuelFlow specialist on heavy types reduces long-haul error without touching narrowbodies,−5 to −12 kg,240.94875375287307,233.7000250086912,236.58191955917277,86.27392218766062,83.77970393933637,84.76221314301196,19.138702801494013,67.89883902948083,83.20748098980849,443.1832032655722,86.34066959949008,69.11415859448682,343.7759279178347,840.1961878802701,974.4803205989225,255.39737163415717,209.17311239293568,140.65994812539302,446.77973390737645,112.57067942219942,8.33137968085208,REJECT,combined_rmse not improved vs comparison baseline
