phase,count,rmse,bias,sse_contribution_pct
cruise,45120,245.31489563376553,10.676110921503838,86.53738352008362
climb,7044,198.55540711964127,41.24682825658459,8.850536837555474
descent,9164,125.66445262464275,7.508616707163885,4.612079642360887
