approach,model,mae,rmse,r2
Global,CatBoost,86.60239021426734,209.7069031481287,0.9445383741832782
Global,LightGBM,86.73436634872216,212.11072098555977,0.943259601302541
Experts,CatBoost,91.8263275945337,266.33063592849317,0.9105440164796222
Experts,LightGBM,86.11734279089055,217.33508361100078,0.9404301070181506
MoE,CatBoost,91.81910410532086,266.2928077511253,0.9105694263727041
MoE,LightGBM,86.11181066607482,217.31749796066757,0.9404397468140706
