flight_id,rmse,aircraft_type
prc778123484,155.46964876402265,A20N
prc778124799,150.83312589066296,B788
prc778127718,79.19238450990765,A332
prc778147301,94.44271553243661,A320
prc778162357,93.86392295066054,B788
prc778179052,113.73099268190764,A320
prc778180796,263.35932442557083,A359
prc778187147,61.066915122471855,A359
prc778197592,90.49409751927729,A332
prc778202176,110.83556107918177,A319
prc778208035,230.85920610703832,B789
prc778236627,110.52407683175878,A20N
prc778239260,22.835393408881014,A320
prc778240497,108.8868001747341,A320
prc778241107,62.82896542090912,A20N
prc778260133,144.00548262565786,A20N
prc778272314,153.27914765287557,A332
prc778273807,453.35922671137956,A332
prc778295116,177.7059843384477,B788
prc778297244,180.96007139574562,B788
prc778304143,133.98857013931283,A320
prc778306162,565.4316770870424,B77W
prc778306309,66.68859038986918,A20N
prc778311632,48.58209939495947,A20N
prc778320536,106.17977847219596,A320
prc778323924,60.259775735659694,A21N
prc778328694,543.2514837159113,A332
prc778336068,92.04349351511182,A359
prc778339241,257.26219725590033,A359
prc778359505,721.6421435384327,B789
prc778368053,25.540367311592618,A20N
prc778374718,135.81919363849676,A332
prc778378843,15.286411615932975,A320
prc778433348,44.43217396977667,A359
prc778461860,61.85745870823759,A20N
prc778479109,65.22060636236544,A320
prc778487780,330.4639443542537,A359
prc778503469,215.4305639956502,A332
prc778540848,98.51976183055831,A20N
prc778545399,222.68013894877768,A359
prc778556026,87.95079398136853,A20N
prc778556857,108.91472490605162,A359
prc778561619,83.19679020340054,A320
prc778584591,108.18835019629263,B738
prc778591333,122.20858687417838,B737
prc778606967,490.63229955609444,B788
prc778608012,39.6767432642633,A320
prc778617775,419.2569150408105,B788
prc778620279,103.34622203376632,B788
prc778644048,43.70994481793218,A320
prc778660577,71.62017959036193,A332
prc778677281,42.04562679486156,A21N
prc778682791,111.26272233540692,A359
prc778701729,95.46399597564587,A20N
prc778714268,46.7422030883984,A320
prc778742848,8.285357530478757,A20N
prc778761601,126.496781574842,B788
prc778782131,143.59834549882208,A333
prc778788886,101.97750083441662,A320
prc778803801,185.06290337400543,B788
prc778809139,102.76262289713827,A21N
prc778812684,175.4798575714178,A359
prc778818453,77.57523000965003,A320
prc778821871,70.92679299782571,A20N
prc778822077,371.64089275484173,A332
prc778833469,70.28742483340706,A320
prc778846895,52.94275200750752,A320
prc778849737,67.92439693186569,A20N
prc778859937,76.09570460984003,A320
prc778865215,88.63971644449218,A320
prc778865951,82.40543290665762,B738
prc778866545,103.46401573129518,A321
prc778871749,163.95944575981142,B788
prc778872332,71.61850054982453,A320
prc778895025,817.4911211768842,A332
prc778903866,83.40602451380424,A20N
prc778909371,99.3890597231158,A320
prc778918419,62.07689471211449,A320
prc778921527,54.05741665034154,B38M
prc778929050,139.17104099109866,A332
prc778947583,847.0674174692435,B744
prc778950787,141.54246045557304,A333
prc778975280,23.30786232373362,A20N
prc778982502,207.54162679115026,A321
prc778997930,271.1031431839958,A359
prc779006769,204.40491246383,B77W
prc779007202,254.9704030725133,A332
prc779009656,85.54269712953727,A20N
prc779018888,50.24064127835209,A320
prc779029797,36.403848647965965,A320
prc779041411,104.09553638912111,A333
prc779045857,70.3766863822999,A20N
prc779051736,147.64290349619944,B788
prc779056268,70.99168083823221,B738
prc779061624,29.76305456952719,B38M
prc779063118,85.66032469869602,B788
prc779081870,67.64597419058622,A20N
prc779093074,536.8370728850406,B788
prc779095117,151.31107233864742,A359
prc779104879,133.07996925400872,A359
prc779106952,374.0119088525751,A359
prc779115670,79.863119551807,A20N
prc779125837,259.07660951190616,B77W
prc779143963,24.484272774803213,A20N
prc779172521,313.99707850129136,A20N
prc779181493,89.42578152451085,B738
prc779186491,41.64462184407189,A320
prc779227086,70.53819220977543,A320
prc779233960,108.03715910616995,A20N
prc779254462,242.9981519858252,A359
prc779254805,227.53353629561073,B788
prc779256250,181.023311229632,A333
prc779259110,97.07311051622928,A359
prc779280853,51.354121071399014,A20N
prc779283541,60.57469791476383,A20N
prc779284467,141.86843992407103,A320
prc779291370,44.27543716202617,A20N
prc779298526,355.01736998762163,A321
prc779313244,74.83528043213093,A20N
prc779316320,93.87045810023331,B738
prc779317364,258.80973316611585,A332
prc779321747,29.83688338368805,A21N
prc779325267,513.00583602282,A321
prc779329319,42.861379743513275,A20N
prc779341653,186.87359202752253,B788
prc779360006,164.6187738991789,A20N
prc779363310,7.0135467660086945,A320
prc779365704,43.18068959354374,B738
prc779385728,17.589479916984693,A20N
prc779386789,163.9114977499925,A359
prc779392582,107.99992860648564,A359
prc779394474,66.09045598566627,A20N
prc779402920,131.11431172543928,B789
prc779408477,125.37214308493475,A20N
prc779450948,48.777131990739186,A320
prc779454709,70.8645925497149,A20N
prc779470922,489.9825046261173,A332
prc779474184,185.12489822784377,A320
prc779476613,37.66797439057787,A21N
prc779477755,65.55936626938312,A20N
prc779479001,206.48578702944027,A321
prc779481288,844.4147506030123,A359
prc779556863,179.4148719446753,A359
prc779558289,31.634498116371986,A320
prc779565572,278.8095974185047,A321
prc779568800,104.69430050910765,A359
prc779570349,73.72234215321954,A359
prc779574304,3024.6081022189005,A359
prc779579629,63.73316680463515,A320
prc779584908,100.14922653541136,A21N
prc779596018,171.06506563023268,B788
prc779603695,77.29118022564415,B788
prc779613149,190.3980620903936,A359
prc779640026,262.6539071621169,A321
prc779645721,51.70974092337857,B738
prc779652614,210.9029790101196,A333
prc779667865,192.9234169392804,A359
prc779671546,203.55581064849085,B77W
prc779677061,158.7058417389768,A332
prc779696408,238.24729426877096,A321
prc779696609,101.3478303998276,A20N
prc779698478,35.97256383940584,A320
prc779701528,78.73063737294956,A320
prc779710812,61.29931114860886,A20N
prc779712596,268.8039975415434,A332
prc779726106,95.52741883019083,A20N
prc779728067,55.64859740406201,A21N
prc779728204,131.19518374317082,B788
prc779737435,93.38310745151448,A320
prc779737887,46.09895602670073,A320
prc779738688,162.59702553156865,A20N
prc779749227,29.677769042833148,A320
prc779759357,295.5923961777017,A20N
prc779768644,72.2875684333618,B737
prc779772633,34.136695861248185,A20N
prc779781964,78.98136149847953,A320
prc779784176,43.17764736074466,A20N
prc779786393,582.2368245785652,A359
prc779798330,383.0433687950237,A359
prc779801680,106.10743190456027,A359
prc779803558,19.315443847995812,A20N
prc779803591,113.05476089778888,A359
prc779821071,20.080061354616394,A20N
prc779831610,92.33429352227557,A20N
prc779833309,187.49323251712931,A333
prc779834586,95.40498944959971,A320
prc779838637,43.53418654637233,A320
prc779851653,43.297980522175386,B738
prc779856237,115.77836501791813,B772
prc779882483,55.928284589891014,B738
prc779884411,25.492100900921194,A20N
prc779885189,139.18878089769848,A359
prc779896761,161.51464209934312,A359
prc779911633,50.42505322806234,A320
prc779914176,151.87913612441432,B789
prc779916485,92.7360344222311,A320
prc779917719,73.78409834627125,A20N
prc779918626,54.07822520489021,A20N
prc779928432,883.9877077666087,B77W
prc779943596,120.48886015517778,A359
prc779948236,77.7366306221341,A20N
prc779954213,177.09771913101758,B788
prc779967823,34.37864082230923,A20N
prc779971883,65.0227072024641,A320
prc780017113,102.59853846375346,A333
prc780025932,39.196160073349525,A20N
prc780039616,129.2078757019874,A321
prc780060096,89.63664941088143,B737
prc780063556,138.6515138061013,A20N
prc780068728,82.25087064951782,A21N
prc780089490,49.29852244001472,A20N
prc780119286,86.13483247835522,B738
prc780125628,67.84246526084009,B788
prc780130906,24.55525511366852,A20N
prc780132070,272.13795245956027,A332
prc780152644,531.7757206461885,A333
prc780160941,43.06281618769683,A320
prc780173132,206.37526869947445,B77W
prc780173326,119.35754939373291,A320
prc780191974,55.681243821045605,B738
prc780215364,68.69700621192837,A320
prc780223501,81.55129204913327,A20N
prc780224254,30.043144260140313,A20N
prc780228487,70.18418794304291,A320
prc780241145,151.9456904579052,A359
prc780243621,55.54104967211821,B738
prc780244760,221.70449284952085,A20N
prc780247396,55.94233073891804,A320
prc780258522,42.76288180609757,B788
prc780272246,67.94571826941875,B788
prc780272573,128.822941926502,A359
prc780286327,75.82635760468827,A20N
prc780291541,60.79321007470545,A21N
prc780292944,124.77594959742804,A359
prc780303987,236.71047548010984,A359
prc780318178,94.7301168776656,A20N
prc780322188,697.3431368827033,A321
prc780341503,79.36251364023218,B738
prc780346302,150.10829598269333,A359
prc780352075,69.67870381998377,A359
prc780353692,39.133654137556405,A21N
prc780361511,272.5037774121034,B789
prc780371332,69.7688997941006,A20N
prc780425050,57.89058845284939,A20N
prc780429697,190.11379530531835,A332
prc780433890,189.1187208858389,A359
prc780447968,54.47887799867521,B738
prc780457802,628.9771626247654,B788
prc780458751,544.2036841886678,A359
prc780461756,200.8350194273736,B788
prc780464826,212.3618252075154,B788
prc780488572,108.13157861670364,B788
prc780529184,134.0974608597333,A21N
prc780536077,139.54191272847433,B788
prc780549639,423.9719307134656,A332
prc780566874,100.64607439211846,A359
prc780572036,709.5361878009207,A359
prc780573166,175.7783057451061,B788
prc780584215,492.67074173195414,A333
prc780588649,80.4247686174657,A320
prc780606353,63.59226104718859,A20N
prc780613075,1105.2118601700154,A359
prc780660957,56.791018540945856,A320
prc780664497,52.3486689051432,A320
prc780670362,156.953053760496,A359
prc780676866,59.055045225681766,A20N
prc780725116,62.57344194263258,A20N
prc780735205,33.74279177713053,A20N
prc780763920,64.8594837120217,A320
prc780769899,239.63521644750296,A333
prc780781624,49.465266355354025,A21N
prc780781826,61.68475730502163,A320
prc780801289,35.331343953994065,A320
prc780805851,154.07343225817968,A20N
prc780806754,36.527934033254446,A20N
prc780834996,69.33490577039524,A359
prc780857240,237.59166500066976,A359
prc780871792,75.43414709842565,A359
prc780892158,37.782468872397814,A320
prc780939082,122.61712227546886,A359
prc780955516,61.497619500226584,A20N
prc780999052,57.64081790372395,A20N
prc781030107,50.77224552466346,A320
prc781033941,123.86805855480578,A20N
prc781041817,82.64795686862013,A320
prc781052515,63.441551725532804,A320
prc781093953,22.59233200671589,A20N
prc781100319,690.377632139437,A359
prc781114859,146.00225634231936,A359
prc781123313,195.14446881904883,A359
prc781132250,229.00081831266843,A359
prc781141982,112.21665566671041,A359
prc781152251,198.44832110341716,B789
prc781191920,79.82302493506921,A359
prc781227217,129.3769809438264,A320
prc781231397,21.85835011122475,A20N
prc781285510,59.9384608617058,A320
prc781306135,17.839302198020732,A20N
prc781309539,184.6388737012203,A20N
prc781310809,75.83399733938363,A320
prc781316511,221.93784678303413,A332
prc781334312,93.74384509126496,A359
prc781371024,82.29099479825373,A359
prc781383383,28.4258429976694,A320
prc781414170,46.91463933124777,A20N
prc781452127,61.890317228281354,A20N
prc781454815,38.570591858839464,A20N
prc781455693,99.64388938441904,A332
prc781460323,120.88494543302055,B772
prc781476898,24.778955693928324,A20N
prc781479574,118.49009064482367,A20N
prc781491969,161.82685222640154,A20N
prc781497657,65.23847874027355,A320
prc781515369,41.902372016336074,A320
prc781528964,16.23859336288569,A20N
prc781532108,160.8329690950239,A320
prc781537707,90.9781913285212,A359
prc781544575,62.114018819934294,A320
prc781575462,64.98225262634558,A333
prc781584201,71.33850608865401,A20N
prc781584442,42.59503965633659,A320
prc781622460,114.00862696005098,A320
prc781765707,25.980638299149433,A20N
prc781772879,65.62790519365751,A20N
prc781774691,40.1603665996412,A20N
prc781795651,272.8896394336126,A332
prc781812117,57.10289196584989,A320
prc781824234,78.28692349951672,A20N
prc781843556,41.16086545780809,A20N
prc781882813,103.23792337799163,B738
prc781902296,89.01201167084324,A320
prc781906856,65.78858314990676,A21N
prc781908029,174.1136176012471,A20N
prc781920505,56.82699895159509,A20N
prc781924723,34.90645779853831,A320
prc781926322,113.32765343884671,A320
prc781934023,37.92684671245284,B738
prc781961256,99.32852644485548,A21N
prc781977443,55.11401073167793,A320
prc781988176,35.55042534676869,A320
prc781992747,90.37847585965979,A20N
prc781998923,31.39613623922102,A21N
prc782005868,26.170379333411702,A21N
prc782026967,67.29371990400664,A320
prc782051298,100.91947042647263,A359
prc782075199,38.05161650073129,A20N
prc782078045,31.36273899590276,A320
prc782089659,134.4914219242853,A359
prc782093128,46.948373317854475,A21N
prc782095855,195.35579802060732,A359
prc782197239,72.96254931526953,A20N
prc782198772,49.387920379730545,A20N
prc782220408,49.992793040679956,A20N
prc782265823,146.6119506471015,A359
prc782301233,109.87193492113023,A332
prc782307456,95.30939053793577,A359
prc782322396,66.31139589612476,A20N
prc782343286,23.263215980365842,A20N
prc782370012,291.80964678670153,A359
prc782396894,26.289932210433335,B738
prc782397835,98.61626635950329,A359
prc782424045,66.7243280631241,A320
prc782436899,42.604716551831615,A320
prc782446767,1658.7251116957627,A332
prc782484977,72.6578506937957,A20N
prc782497515,119.92409413310347,A359
prc782499342,43.82697789211685,A320
prc782502794,44.21900804764819,A320
prc782503860,26.50237625231374,A20N
prc782525426,178.72784138479787,A359
prc782539674,44.91046364665435,A20N
prc782544419,68.2970282472043,A20N
prc782556354,178.09554307175182,A359
prc782607789,48.12606063403677,A20N
prc782659456,45.38475768402136,A320
prc782670317,35.261485618441064,A320
prc782730005,192.41007145474967,B788
prc782750445,52.47289304862155,A20N
prc782768222,133.38389391488533,A20N
prc782794749,100.10731434584267,B788
prc782794836,107.61571229560687,A359
prc782797807,89.24087250561686,B788
prc782798456,241.37461071109794,A20N
prc782806195,168.47662969020058,A332
prc782808473,1979.3324798457363,B77W
prc782813269,205.28572178104992,A21N
prc782813414,305.61796847795796,B788
prc782824699,66.82097964292488,A320
prc782824736,49.484135147179515,A20N
prc782863189,50.13290830965468,A20N
prc782878654,62.53791632194007,A20N
prc782917305,145.09226946902692,B788
prc782920682,103.47517227346891,A359
prc782930941,122.72129747951377,A359
prc782966102,51.56256534349523,A20N
prc782982696,118.23137392320443,B788
prc783016814,309.4080347097009,B772
prc783032960,105.18121872889297,A21N
prc783042525,182.9063166031051,A20N
prc783048525,62.36352626151214,A320
prc783051423,21.1776100876503,A20N
prc783077855,91.40188661444813,A333
prc783084250,147.48849929762036,A359
prc783098049,454.2190825356764,B788
prc783100021,216.97178547937295,A359
prc783130856,77.90524674254263,A20N
prc783152332,36.466299874220496,A320
prc783167647,113.93601574446245,A21N
prc783172236,67.59559264297472,A20N
prc783206961,26.29955146024491,A20N
prc783227865,259.80076657574807,B77W
prc783241278,197.10600089459126,B788
prc783241880,51.076751918807965,A20N
prc783265212,250.22770941655745,A332
prc783273969,2891.1427057136452,B748
prc783277749,70.96693754141558,A20N
prc783287742,88.50877543223409,A320
prc783300782,422.5380309649592,A333
prc783321214,147.95034976015396,A359
prc783343146,137.8662899954086,B788
prc783379216,5789.12248298002,B748
prc783387653,1029.9453929824251,A332
prc783409027,68.90047924132251,A20N
prc783459037,234.1259907918475,B788
prc783461268,43.89922668792409,B788
prc783461667,163.78907744636044,B788
prc783466728,352.23026051801867,B789
prc783477097,460.44934528615823,B744
prc783483287,37.045300125619995,A21N
prc783484325,34.027228479356715,A20N
prc783487647,65.87667391535336,A20N
prc783497767,39.779685675915914,A320
prc783518368,90.89467521626227,A320
prc783529951,145.76132615632724,A359
prc783551354,38.380438467504106,A20N
prc783564177,63.14424305053219,A20N
prc783566997,131.0337398567537,A359
prc783601704,413.9212691839216,B788
prc783609875,92.74629860988219,A359
prc783614045,35.021064881440424,A20N
prc783619142,77.80579338831181,A20N
prc783624689,80.46507919165542,B789
prc783651315,383.9469094846821,B788
prc783663156,79.00778162183586,A359
prc783679524,48.211927855106744,A20N
prc783696142,74.67320971016825,A20N
prc783734415,25.22176675778811,A320
prc783744020,27.996798742177816,A20N
prc783753162,49.18599033091131,A320
prc783772233,50.639620931685286,A21N
prc783778956,79.47607280106745,A20N
prc783786447,88.80101101271691,B77W
prc783787171,168.8154777314259,A332
prc783793578,148.4623653075659,A359
prc783794204,56.677759599167935,A20N
prc783825465,75.4320273190793,A359
prc783830654,71.25398705092923,A21N
prc783864693,82.8589211775536,A359
prc783903110,55.05787787742449,A320
prc783908711,181.68175218126677,A359
prc783908882,33.37873856011831,A20N
prc783975722,74.41464523512447,A320
prc784046030,145.34651540506988,A359
prc784049075,54.03992722777746,B788
prc784052666,70.24000359951607,A21N
prc784064181,37.388508675245824,A20N
prc784067940,204.4668981838498,A320
prc784078444,63.919414567888346,B738
prc784092528,96.29434115351016,A359
prc784104346,96.86605688786449,A359
prc784126055,641.209346564075,A332
prc784200860,165.21926847418393,B789
prc784240041,107.24610562054237,A20N
prc784262156,85.25812629403525,A20N
prc784262858,38.56935669993762,A20N
prc784268552,32.40047634869418,A20N
prc784269759,99.75716632858075,A320
prc784293424,28.428822145605025,A20N
prc784296704,85.22161565187847,A21N
prc784305329,456.0865424732499,B772
prc784314701,76.9551812845928,A320
prc784315073,167.37247854196033,A20N
prc784327605,75.54758078709521,A320
prc784377581,276.5444198525986,A332
prc784387771,212.72482333578702,A20N
prc784397754,45.62463542556142,A20N
prc784405007,30.806345758467668,A20N
prc784405475,61.58802550437511,A20N
prc784408439,87.22285374207348,A20N
prc784410435,18.320186439607948,A20N
prc784410656,53.09359512116482,A320
prc784423982,28.58148268071975,A20N
prc784454137,26.309604279155078,A321
prc784472454,18.65719793993022,A320
prc784493412,60.45838337073731,A319
prc784506017,16.43001543016316,A20N
prc784507278,48.66746954231855,A20N
prc784507900,57.121187657045084,A320
prc784512286,120.88978307774036,A320
prc784514370,36.41572706344249,A320
prc784515745,26.022158015436055,A20N
prc784518327,32.17529385999033,A20N
prc784521133,53.5737279667821,A320
prc784529418,41.187330185001564,A20N
prc784529949,55.567727989940515,A20N
prc784551215,19.56612125449239,A20N
prc784551886,45.15026713800314,A20N
prc784552510,99.47719673040301,A320
prc784563299,47.469660724026944,A21N
prc784566945,68.34639386171676,A20N
prc784589691,31.18385967236976,A20N
prc784600101,43.49649717342898,A20N
prc784606053,92.01791014856431,A321
prc784611269,137.1235162732184,A20N
prc784640480,36.929392373104484,A20N
prc784645444,104.81235137517092,A359
prc784647919,50.327952720677274,A21N
prc784650041,18.117014149446987,B738
prc784658646,117.2534960860681,B789
prc784677822,24.550315472353756,A20N
prc784679332,67.26633860391621,A320
prc784715064,196.54701684768887,A332
prc784741151,101.41749199346752,A20N
prc784741182,57.354984962133166,A20N
prc784747862,56.35383385197534,A320
prc784749298,18.810870762257693,A320
prc784751583,24.7353063954237,A20N
prc784762490,67.10500028647921,A320
prc784776994,251.22483962761646,A20N
prc784799537,34.48745009396145,A320
prc784804721,183.26849351112676,B788
prc784815440,55.58263456034642,A320
prc784816706,21.212987687050656,A20N
prc784819110,36.76774601946513,A20N
prc784824808,262.5703923945686,A332
prc784865846,68.3780909755753,A20N
prc784906935,496.42913655206996,B744
prc784929349,138.770646575877,A320
prc784947012,49.558900789947906,A320
prc784973345,56.08930756038983,A332
prc785030157,64.71197212786464,B738
prc785032130,36.19334314517743,A20N
prc785036412,20.199415322004107,A20N
prc785036870,269.65592780673444,A332
prc785068136,120.02458927895256,A359
prc785068181,80.57719708984258,A320
prc785074000,30.555922900558905,A20N
prc785096798,194.13921629868415,A359
prc785112211,66.28660887998676,A20N
prc785117774,187.5689102806434,B77W
prc785123011,80.38478585600623,A320
prc785146798,454.0281129324204,A359
prc785161755,49.95409215826043,A20N
prc785191132,106.01477816112998,A320
prc785191377,70.46010872213552,A320
prc785210096,47.11246595475199,A20N
prc785263185,737.5971001430988,B77W
prc785285611,18.040462058299813,A20N
prc785285679,19.085456171839382,A20N
prc785290566,58.9286339307225,A320
prc785318483,38.720567872205656,A20N
prc785324706,98.97784120950298,A321
prc785346689,15.399020116432727,B38M
prc785356658,140.26062493442356,A359
prc785381759,25.023856184423718,B738
prc785402106,69.60421788074343,A20N
prc785423209,151.61788478039594,A359
prc785432975,378.2035541415167,B77W
prc785457859,103.65704289988537,A332
prc785524523,45.68348321451729,A321
prc785543118,98.66968622320826,A21N
prc785547458,200.89611677496066,A332
prc785547490,59.766576012139524,A320
prc785554901,91.00098385199118,A320
prc785555620,43.919463483107805,A20N
prc785637273,45.285097262006346,B738
prc785644654,72.20033897111306,A320
prc785644736,86.24215223171163,A20N
prc785647188,30.991029832379784,A21N
prc785664459,241.0176194528202,A332
prc785664966,181.41029779812686,B772
prc785682228,94.50655291651915,A320
prc785734065,31.813896176694325,A20N
prc785745269,56.49852119886766,B738
prc785765920,183.5369777838275,A320
prc785798957,370.8466074358047,A359
prc785825718,37.68399879535668,A20N
prc785839350,44.35129512480546,A20N
prc785870340,47.06824788082108,B738
prc785877225,20.78683743788071,A321
prc785879820,217.76978698439956,A332
prc785900067,110.74009902821773,A20N
prc785916561,65.07521450177606,A20N
prc785919867,11.833567308529117,A320
prc785950854,58.999148827678084,A320
prc785954115,931.3680937289002,A332
prc785975829,171.8726249072747,A359
prc785983617,297.96499381414424,A359
prc786013733,19.803838521134836,A20N
prc786019818,45.28391634949173,A320
prc786019834,21.887210373972533,A320
prc786045115,69.91434727519962,A320
prc786077650,70.57695150837131,A332
prc786108370,33.9802679772891,A20N
prc786110492,68.431311755028,A320
prc786114592,69.7833746090599,A359
prc786114993,55.088966866785604,A320
prc786182821,271.7229764948743,A332
prc786275823,266.9410246295582,B738
prc786329208,46.06328493399948,A20N
prc786334517,161.63770999246165,A20N
prc786375806,42.39944078386377,A320
prc786376118,19.074283800776595,A320
prc786381918,26.003123622039542,A20N
prc786382804,28.07804509135346,A20N
prc786386152,19.894909910151835,A20N
prc786389557,120.39558368512512,A359
prc786414772,39.690814214853354,A320
prc786419105,35.49297722126323,A321
prc786514067,19.64043666013478,A321
prc786546009,53.869387648132,A20N
prc786553967,44.0169889584271,A20N
prc786584803,44.62049356146099,A320
prc786588189,41.56216565606161,A320
prc786603074,70.99897241685782,A320
prc786615587,14.663190846707849,A20N
prc786617893,79.71053363979124,A320
prc786625016,167.88366947514697,A320
prc786641983,232.28008056011507,A332
prc786645151,33.60277952117915,A20N
prc786650904,93.12457174565219,A359
prc786677248,45.76677191936833,A20N
prc786690549,31.82134589462027,A20N
prc786706771,83.3326050301929,A20N
prc786712373,158.40914588242316,B772
prc786719802,297.68092907237997,B77W
prc786755835,21.021442210274635,A20N
prc786797607,250.9117503078017,A332
prc786809335,23.71428472804402,A20N
prc786813949,36.44800640397054,A320
prc786838832,295.30938511592,A359
prc786842756,147.98788506029084,A320
prc786842846,30.878561134707144,A20N
prc786844157,71.97563572478121,A320
prc786879458,25.52703964956946,A20N
prc786906662,47.0420072245811,A320
prc786912207,89.15232378088793,B789
prc786919032,30.494256292966217,B738
prc786950832,26.760523488556824,A320
prc786963559,310.2664941480722,B77W
prc786965009,137.3361306633829,A332
prc786965987,90.98902569261789,A359
prc786992795,30.47147027719156,A20N
prc787021929,96.75278618737195,A320
prc787042394,70.62897520797605,A20N
prc787052545,175.5955146951508,A359
prc787052904,76.70463990752958,A320
prc787077598,33.211494721036836,A320
prc787103473,42.02164775915307,A20N
prc787123160,114.15872826689632,A359
prc787188020,247.4315466626544,A20N
prc787213086,48.61275017618169,A320
prc787258739,121.78910164806547,A320
prc787278968,76.73924831579359,A320
prc787291095,46.67742984581282,A320
prc787303598,65.07154765329736,A20N
prc787342299,76.74391166152539,A320
prc787349686,159.78253859821024,A20N
prc787359969,36.82225253856266,A20N
prc787366797,211.5529950672668,A359
prc787377539,230.26807528768487,A359
prc787382927,186.6960914397442,A359
prc787390457,135.57597412080221,A359
prc787400712,216.28488582148822,A359
prc787430248,88.62384595669175,A359
prc787501932,52.96946929366506,A320
prc787506661,169.03441425704088,B77W
prc787515955,43.32031111239137,A20N
prc787527468,67.44712180096575,A320
prc787573600,19.90189429107522,A20N
prc787581630,32.44808186212462,A320
prc787632112,44.88744611926992,A20N
prc787652145,121.32345362259032,A332
prc787694077,52.70758520967417,A20N
prc787697399,21.541896098108772,B738
prc787730748,48.80863105043881,A320
prc787751408,29.91702088234018,A21N
prc787761478,42.133049913654254,A359
prc787835413,128.2324728603326,A20N
prc787850730,48.448379118328646,A20N
prc787853975,94.21914082290068,A321
prc787886921,195.29815833504682,A332
prc787891761,70.96964137735459,A20N
prc787892985,54.5626603795967,B738
prc787898009,140.63215615015437,A359
prc787899344,30.532798042010768,A20N
prc787906141,48.9582563397773,A320
prc787908504,147.259063595048,A320
prc787929770,181.40288516808187,A359
prc787932969,193.62568575466216,A359
prc787935854,54.04971516474061,A359
prc787947218,32.61362481277149,B738
prc787974917,93.07114572943995,A359
prc788005798,49.617392459826796,A320
prc788050255,64.16762828145602,A20N
prc788078671,68.98009586592352,A320
prc788083393,21.560603355646823,A320
prc788095518,287.32305679712147,A332
prc788099638,255.35295024605978,A320
prc788135780,33.85042662162394,A20N
prc788143815,50.36103050998879,A320
prc788213075,117.70789728791165,A359
prc788226390,48.735188523995234,A20N
prc788261544,43.27314690541106,A320
prc788276577,108.1679798997829,A20N
prc788295426,44.39386649831382,A320
prc788321887,221.53030034525295,A332
prc788365414,70.93495254531177,A20N
prc788404296,53.632247647403155,A20N
prc788413528,50.48290763024387,A20N
prc788427422,58.520732604274954,A320
prc788477790,58.69682120206994,A20N
prc788479202,124.80581323002461,A359
prc788531173,94.60267586630378,A359
prc788544567,185.6968625660815,A20N
prc788550371,35.98736247391171,A20N
prc788606592,46.173800876485025,A20N
prc788617486,31.419500835159873,A320
prc788645475,106.73636127198365,A359
prc788677065,62.50051331891072,A320
prc788686225,485.29484352080595,A359
prc788707901,65.88005204225337,A319
prc788724705,125.27485800707436,A359
prc788737345,184.59807112681457,B772
prc788802229,57.74095381527783,A20N
prc788855397,21.085085521611393,A20N
prc788901592,32.59726871171023,A320
prc788955046,203.33254721047214,A359
prc788987439,49.67498173672809,A20N
prc788995984,54.46840691296898,A320
prc788996882,26.96862637252621,A20N
prc789010402,121.63681020066667,B738
prc789011048,154.5066564604771,A359
prc789048868,220.8183923408922,B772
prc789059343,147.4049799307844,A359
prc789060091,114.03788490019089,B789
prc789149090,67.60346236942497,A20N
prc789163703,48.355848129470814,A320
prc789205220,18.584182030499264,A20N
prc789205551,64.13322993269126,A320
prc789209964,87.16808502026542,A359
prc789213845,51.33314034183737,A20N
prc789215241,85.40623390234335,A320
prc789216414,65.2825747553098,A320
prc789228691,71.5237973113521,A359
prc789237887,201.24989034396094,A359
prc789264397,61.27750696493359,A20N
prc789274731,180.96141907274756,A359
prc789330989,128.00301596508118,B77W
prc789337784,92.99847613766256,A359
prc789345614,60.36097000912456,A21N
prc789385924,85.7434302495221,A21N
prc789423845,56.95787942193699,A20N
prc789443948,50.40904345508766,A320
prc789448325,50.574057421158365,A320
prc789466481,38.520758234970415,A20N
prc789467465,333.08421630739866,A359
prc789531742,65.4158166743675,A332
prc789533194,64.18583117558646,A20N
prc789568735,32.16299562314898,A20N
prc789617000,178.54522430369047,B77W
prc789630499,34.05332706571205,A20N
prc789663103,71.19088964472644,A320
prc789678755,48.49367428348358,A20N
prc789741750,125.18847840639164,A320
prc789751178,63.674033817974966,A320
prc789772958,76.18956920983996,A20N
prc789789026,117.36241051542667,A20N
prc789796774,69.00738385556431,A20N
prc789849619,90.87034664650668,A20N
prc789852917,41.926940367179846,A320
prc789858739,102.34473107009677,A359
prc789875422,141.59517810194404,A20N
prc789895774,62.23552348746561,B738
prc789896923,143.63889463411712,B772
prc789919400,53.427250871382235,A20N
prc789928856,204.3039155756982,A20N
prc789932862,400.050073962753,B744
prc789935843,74.29958403799104,A20N
prc789955605,15.1583641457996,A21N
prc789968064,24.145831694508672,A21N
prc790015272,66.89809636138494,A320
prc790027886,131.92665293333968,A359
prc790039846,30.26484738097784,A320
prc790047590,32.299015540061895,A20N
prc790055079,18.610106753566974,A320
prc790089230,171.94190989805725,A359
prc790108776,87.38726067776338,A359
prc790134872,46.99215115139752,A20N
prc790150911,43.84344712178272,A20N
prc790176358,33.747538313885975,A20N
prc790176364,32.19686041836052,A21N
prc790180411,45.9165809541269,A320
prc790202187,39.659555969992375,A320
prc790210157,39.993427321144104,A20N
