flight_id,rmse,aircraft_type
prc777045070,113.31430645238406,B788
prc777062780,197.2689294679332,A359
prc777068139,241.45075921825762,A359
prc777073511,361.6632486631801,B77W
prc777080474,94.24161502767244,A332
prc777092566,174.20758244927282,B788
prc777093381,101.61734991154118,A320
prc777102128,36.536822473324534,A21N
prc777108982,606.0737658372838,B788
prc777110115,187.86881031792348,B772
prc777110818,126.65037577327307,A359
prc777115254,126.54067709271818,B738
prc777125011,62.62984023795593,A21N
prc777135537,51.303917800082765,A20N
prc777135692,52.418508173313214,B738
prc777148055,116.93782621967776,A321
prc777199680,123.62815627068524,A20N
prc777223043,59.500898488451696,A20N
prc777237181,20.31287555254592,A320
prc777258887,60.02144048589156,A20N
prc777268616,110.44986853152142,A320
prc777268639,23.99000825526704,A20N
prc777272963,53.90487340307009,A20N
prc777299590,20.259769546168553,A320
prc777303283,335.8940274034557,A332
prc777311467,38.35270826061351,A320
prc777311489,175.26042911272404,A359
prc777350999,33.75997426719062,A20N
prc777360777,234.86338192291367,B789
prc777364054,128.91145807471418,A359
prc777365866,41.97296450110258,A21N
prc777371643,113.17707265383422,A21N
prc777372599,117.75202812896494,A320
prc777372670,70.31317943952726,A359
prc777379017,101.07564756625924,B738
prc777397037,49.439098850063296,A21N
prc777422007,59.623004675872856,A20N
prc777432814,784.5067022383056,A333
prc777435882,753.7613275020024,B788
prc777475958,63.85899924399516,A320
prc777490099,64.76853975858971,A320
prc777501308,32.402944079047025,A320
prc777501524,47.65704429868445,B788
prc777502456,46.03173142677833,A20N
prc777525374,174.64231479467787,A320
prc777582390,1591.7294351766745,B77W
prc777591794,233.3037095061576,A359
prc777594850,79.38850890743119,A20N
prc777612083,41.8676740395734,A320
prc777615173,1537.0522115818515,A359
prc777625967,253.80691071384828,A320
prc777629473,14.053891233569432,A21N
prc777631237,1115.189881437448,A359
prc777640067,157.74266539481073,B788
prc777649079,222.04301687727212,A359
prc777654045,70.32890793165032,A20N
prc777661053,18.51220846657256,A20N
prc777784392,61.15734031648491,A20N
prc777811090,94.88373981457207,B788
prc777821526,242.19478474970228,B738
prc777822994,122.5374726049444,B738
prc777823288,193.9665238171924,A359
prc777833960,268.7723888172117,A332
prc777836195,91.8905619089429,A320
prc777867858,243.18458159876724,A320
prc777873597,39.20692268783175,A20N
prc777874223,169.79420486843006,A359
prc777877201,85.67013503695976,A320
prc777879036,303.6298653355673,B738
prc777890338,56.68890719800713,A20N
prc777916760,39.603375736823686,A320
prc777920427,56.186586832426904,A21N
prc777928940,81.31343902349715,B788
prc777942765,97.11057110165031,A320
prc777945885,91.33753094081109,A359
prc777949684,73.27830525296378,A320
prc777963587,87.4632066062708,A320
prc777991726,540.3508490993273,A359
prc777995774,86.25959621421639,A20N
prc777995992,65.85290145506056,A320
prc778020209,85.41156259948954,A20N
prc778026058,177.21321337241196,A20N
prc778036793,161.29301192234308,B788
prc778038620,12.752827620650184,A320
prc778058838,44.84712280005388,A320
prc778070759,360.3290122721722,A333
prc778091207,105.76478685690083,A359
prc778096733,36.43940503874942,A359
prc778097273,145.55250741013197,A20N
prc778100493,149.66249140238958,A320
prc778111180,56.840752959992166,A320
prc778111915,88.90243087722165,B738
