Published_Winner_RMSE_combined_paper,Published_Winner_RMSE_legacy_cite,Best_AeroTwin_Model,AeroTwin_Rank_RMSE,AeroTwin_Final_RMSE,AeroTwin_Combined_RMSE,AeroTwin_Combined_MAE,AeroTwin_Combined_R2,Final_RMSE_CI95_lo,Final_RMSE_CI95_hi,Final_MAE_CI95_lo,Final_MAE_CI95_hi,Combined_RMSE_CI95_lo,Combined_RMSE_CI95_hi,Delta_RMSE_vs_winner_paper,Delta_RMSE_CI95_lo,Delta_RMSE_CI95_hi,Same_official_protocol,Same_official_eval_data,Limitation
201.0,200.83,Ensemble (6-base + ridge meta),239.18031519148374,220.8570993417157,228.2505398783207,88.74505740577311,0.9128576468302898,196.2094927970606,246.59076007922818,82.72255258072335,92.34754567738514,207.06635923483861,249.4264773965281,27.250539878320694,6.066359234838615,48.4264773965281,true,true,Winner score ~201 kg from JOAS paper combined Rank+Final; exact winner pipeline unpublished. Comparison is RMSE on same public labels under frozen AeroTwin features/models.
