approach,model,mae,rmse,r2
Direct fuel (E+W),XGB,83.75996267132038,212.02664464286195,0.9433045738500325
Direct fuel (E+W),LGBM,86.67464789028236,208.60692151450004,0.9451186771544875
Direct fuel (E+W),CatBoost,91.32106366974458,211.44613420634732,0.9436146031027697
Fuel flow (E+W),XGB,80.05567957980793,210.80927632424957,0.9439537476931211
Fuel flow (E+W),LGBM,80.7127762650483,196.4079934431877,0.9513497069799909
Fuel flow (E+W),CatBoost,83.49403766510108,202.40382781363678,0.9483340301936785
