comparison,n_types,macro_delta_mae_flow_minus_direct,median_delta_mae,wins_flow_better,losses_flow_worse,ties,paired_ttest_p,paired_wilcoxon_p,hierarchical_flight_boot_ci_lower,hierarchical_flight_boot_ci_upper,hierarchical_flight_boot_p_flow_better,type_level_boot_ci_lower,type_level_boot_ci_upper,exclude_B77W_macro_delta,exclude_B77W_median_delta,runtime_min
Global Flow+Energy vs Global Direct E+W,12,-17.390998935631774,-16.277332158145057,7,5,0,0.38136598208355105,0.23486328125,-40.30257262677774,18.582678613990716,0.7267,-54.91394651612204,16.918827690735032,-3.9519585315892543,-12.716053228228105,19.504477798333347
