comparison,mae_new,mae_baseline,delta_mae,bootstrap_mean,bootstrap_median,ci_lower,ci_upper,bootstrap_p,wilcoxon_stat,wilcoxon_p,cohens_d,effect_size,interpretation
No Physics vs OpenAP Hybrid,89.45686033725492,86.30553201747955,3.1513283197753736,3.134578647510241,2.9214744414410134,0.4219512331529771,7.083467890132335,0.9944,139980628.0,0.9999999999998587,0.04311633700565074,Negligible,OpenAP Hybrid significantly better than No Physics
Energy Hybrid vs OpenAP Hybrid,84.48070967501623,86.30553201747955,-1.824822342463321,-1.8257294033995466,-1.8402907488197258,-2.922318162758914,-0.6659943730569775,0.0017,120195854.0,4.212383937430988e-35,-0.030448346786392754,Negligible,Energy Hybrid significantly better than OpenAP Hybrid
Operational Hybrid vs OpenAP Hybrid,86.76249109868334,86.30553201747955,0.4569590812037916,0.451691598421466,0.4496803122950368,-0.10022013507917328,1.0106374828331672,0.9477,134640170.0,0.977762096059669,0.011897706515849227,Negligible,No significant evidence
Residual-RF/XGB/LGBM vs OpenAP Hybrid,107.08886988009432,86.30553201747955,20.783337862614772,20.77916048395809,20.67421617841361,17.226498424033686,24.951514462478176,1.0,164249706.0,1.0,0.11108312683009208,Negligible,OpenAP Hybrid significantly better than Residual-RF/XGB/LGBM
Energy Residual vs OpenAP Hybrid,94.0059755525441,86.30553201747955,7.700443535064551,7.68322243068823,7.641966097254361,5.505852098551794,10.160592611305738,1.0,145177765.5,1.0,0.06815826459309401,Negligible,OpenAP Hybrid significantly better than Energy Residual
Operational Residual vs OpenAP Hybrid,107.22498953156986,86.30553201747955,20.91945751409031,20.913335279206333,20.823728610851006,17.354060714172725,25.18191269679703,1.0,164021647.0,1.0,0.11498982183661577,Negligible,OpenAP Hybrid significantly better than Operational Residual
