comparison,mae_new,mae_baseline,delta_mae,bootstrap_mean,bootstrap_median,ci_lower,ci_upper,bootstrap_p,wilcoxon_stat,wilcoxon_p,cohens_d,effect_size,interpretation
Weather Hybrid vs OpenAP Hybrid,86.58769351587448,86.30553201747955,0.28216149839492743,0.27798044627897034,0.25513112251689307,-0.40164360859273496,1.06702847731484,0.7667,133800298.5,0.8804424509836741,0.007438583181157952,Negligible,No significant evidence
No Physics vs OpenAP Hybrid,89.45686033725492,86.30553201747955,3.1513283197753736,3.134578647510241,2.9214744414410134,0.4219512331529771,7.083467890132335,0.9944,139980628.0,0.9999999999998587,0.04311633700565074,Negligible,OpenAP Hybrid significantly better than No Physics
