epoch,train_loss,train_rmse,train_mae,train_bias,train_r2,val_rmse,val_mae,val_bias,val_r2,val_teacher_rmse,train_teacher_rmse,lr
1.0,1056545.1462765958,1046.8945082432176,537.0926513671875,-535.7698974609375,-0.3547228320343294,1019.1757340946959,528.2366943359375,-526.80712890625,-0.3644670606824032,244.14115486523167,251.78373587017313,0.001
2.0,1020626.4202127659,1029.800104607006,509.4494934082031,-501.524658203125,-0.310842369392724,1001.9151530530488,500.7817687988281,-492.5468444824219,-0.3186416715660576,244.14115486523167,251.78373587017313,0.001
3.0,982991.7420212766,1010.4032890646096,484.95880126953125,-461.52105712890625,-0.26192664283999934,982.3397738348516,476.8258361816406,-452.54608154296875,-0.26761789999514707,244.14115486523167,251.78373587017313,0.001
4.0,940036.5212765958,988.7961756285753,452.2582702636719,-435.71209716796875,-0.2085320245819089,960.5115474960693,444.50213623046875,-427.82861328125,-0.21190921312823363,244.14115486523167,251.78373587017313,0.001
5.0,896874.3484042553,965.8441452127365,424.25244140625,-403.8902893066406,-0.15307806377526956,937.3053539083149,416.72540283203125,-396.5371398925781,-0.15405658044140402,244.14115486523167,251.78373587017313,0.001
6.0,851964.9694148937,941.5486216394619,398.63543701171875,-377.61187744140625,-0.0957970097077856,912.7453560835817,391.06988525390625,-370.4024353027344,-0.09436997735260877,244.14115486523167,251.78373587017313,0.001
7.0,805644.9042553192,916.2079188504866,372.99176025390625,-349.1022033691406,-0.03760651339612586,887.1348335705887,365.4247131347656,-341.9111328125,-0.03381819345098647,244.14115486523167,251.78373587017313,0.001
8.0,759957.5478723404,890.2121479012324,350.33367919921875,-316.37164306640625,0.020438652639628074,860.8672998660605,343.153564453125,-309.0279846191406,0.026496921903755632,244.14115486523167,251.78373587017313,0.001
9.0,711874.5704787234,863.6009533858124,330.732177734375,-293.78369140625,0.07812755643649072,833.9978935698512,323.71392822265625,-286.9385986328125,0.08631853746356966,244.14115486523167,251.78373587017313,0.001
10.0,663609.7965425532,836.3497147983609,311.026123046875,-274.7914733886719,0.1353896433319236,806.4808401931731,304.21112060546875,-268.5716247558594,0.14561618131045062,244.14115486523167,251.78373587017313,0.001
11.0,618838.9089095745,808.6264130890592,291.95758056640625,-252.96551513671875,0.1917597891509234,778.4370529824882,285.3521423339844,-247.7132110595703,0.20400212953615093,244.14115486523167,251.78373587017313,0.001
12.0,571841.6801861703,780.7120055988502,273.2962951660156,-228.07412719726562,0.2465987734862919,750.1720757809505,267.13836669921875,-223.04092407226562,0.2607578962004198,244.14115486523167,251.78373587017313,0.001
13.0,530132.2885638297,752.7584244381276,255.8331756591797,-210.1881866455078,0.29958432591584216,721.8836940123698,250.12294006347656,-205.80516052246094,0.3154591492005696,244.14115486523167,251.78373587017313,0.001
14.0,487847.1103723404,725.0669018646718,240.3562469482422,-192.82830810546875,0.35016848649969556,693.951712083559,235.43536376953125,-188.83462524414062,0.3674084165789392,244.14115486523167,251.78373587017313,0.001
15.0,446960.81515957444,697.5565544801375,225.7711181640625,-168.40383911132812,0.3985445634762237,665.8267215763834,221.33531188964844,-165.00148010253906,0.41764561818860335,244.14115486523167,251.78373587017313,0.001
16.0,408563.7972074468,670.3875124229364,210.45375061035156,-151.03440856933594,0.44448417023106324,638.0743408826855,206.67105102539062,-148.6194610595703,0.4651802122821843,244.14115486523167,251.78373587017313,0.001
17.0,374360.59242021275,644.0860129720814,196.353515625,-140.60198974609375,0.48721850609319306,611.1569734779964,192.92648315429688,-138.81956481933594,0.5093515295331826,244.14115486523167,251.78373587017313,0.001
18.0,341226.4581117021,618.3123253412024,184.809814453125,-129.53643798828125,0.5274362386713649,584.7554275219052,181.64492797851562,-128.6542205810547,0.5508272208422544,244.14115486523167,251.78373587017313,0.001
19.0,308485.7347074468,593.2944473355269,174.29876708984375,-115.70530700683594,0.5649039158633765,558.9727339856022,170.97715759277344,-115.15745544433594,0.589563331017563,244.14115486523167,251.78373587017313,0.001
20.0,279034.8470744681,568.9520693619602,165.38082885742188,-99.74893188476562,0.599874739579036,533.8673659555169,161.8997039794922,-99.3935775756836,0.6256036080660896,244.14115486523167,251.78373587017313,0.001
21.0,252304.2463430851,545.3248978270017,156.71180725097656,-92.52935791015625,0.6324171332785027,509.7189263883356,153.14297485351562,-91.9475326538086,0.6587077507164396,244.14115486523167,251.78373587017313,0.001
22.0,227550.94780585106,522.6845249784482,148.902587890625,-85.655517578125,0.6623055745269175,486.60563281928535,145.3428955078125,-85.0816421508789,0.6889579038422655,244.14115486523167,251.78373587017313,0.001
23.0,204979.3404255319,501.26295862261105,142.3157958984375,-77.34362030029297,0.6894183210352783,465.09001991822873,138.93106079101562,-76.67106628417969,0.7158557009767461,244.14115486523167,251.78373587017313,0.001
24.0,184337.87599734042,481.074381907815,136.212890625,-63.969791412353516,0.7139321393114935,444.3101430188813,132.990966796875,-63.49382019042969,0.7406791946518059,244.14115486523167,251.78373587017313,0.001
25.0,165176.04903590426,461.72270441196787,130.4727020263672,-61.72282791137695,0.7364839520410962,424.63680188303994,127.01010131835938,-61.864219665527344,0.7631353957883025,244.14115486523167,251.78373587017313,0.001
26.0,148053.993018617,443.49608716439036,126.15264892578125,-49.771644592285156,0.7568780378232491,406.0213871301358,123.08787536621094,-49.766117095947266,0.7834477365599846,244.14115486523167,251.78373587017313,0.001
27.0,132573.55784574468,426.56673929958237,120.48802947998047,-58.821746826171875,0.7750849144707408,389.15787871798364,117.75126647949219,-58.495826721191406,0.8010625434831378,244.14115486523167,251.78373587017313,0.001
28.0,119300.08560505319,411.17242241086586,115.53829956054688,-45.74976348876953,0.7910258515332389,373.9015168040983,113.11383056640625,-45.60151672363281,0.8163548936129867,244.14115486523167,251.78373587017313,0.001
29.0,107159.1210106383,396.5694836965477,113.63133239746094,-32.45384216308594,0.8056058502103811,359.09349975153754,111.31520080566406,-33.06824493408203,0.8306130322791391,244.14115486523167,251.78373587017313,0.001
30.0,96312.27967087766,383.7677734049663,109.56645965576172,-31.035734176635742,0.8179538025502764,346.7512221956789,107.66229248046875,-31.294048309326172,0.8420568092839089,244.14115486523167,251.78373587017313,0.001
