epoch,train_loss,train_rmse,train_mae,train_bias,train_r2,val_rmse,val_mae,val_bias,val_r2,val_teacher_rmse,train_teacher_rmse,lr
1.0,1052129.800531915,1053.4460758845855,538.9644165039062,-537.5697021484375,-0.35198211449957806,991.6979747498234,519.0872192382812,-517.745361328125,-0.37458844672854275,196.7724091147552,262.1930233171738,0.001
2.0,1013333.909574468,1036.443218117604,511.5353088378906,-503.4219665527344,-0.30869172135173595,974.3123224908383,491.5058288574219,-483.5854187011719,-0.32681455579678964,196.7724091147552,262.1930233171738,0.001
3.0,981195.6289893617,1017.1255725984486,485.5320739746094,-468.8728942871094,-0.26036250259308713,954.5962032369705,465.3829650878906,-448.681640625,-0.27365921513957625,196.7724091147552,262.1930233171738,0.001
4.0,937502.8031914893,995.695992690367,454.59136962890625,-439.3175964355469,-0.20781340515259306,932.7341124710024,434.0509033203125,-418.6460266113281,-0.21598875112646976,196.7724091147552,262.1930233171738,0.001
5.0,890338.0585106383,972.8240332003562,426.9363708496094,-407.2308044433594,-0.15296177522054322,909.480255540939,406.17645263671875,-386.1512145996094,-0.156113272498263,196.7724091147552,262.1930233171738,0.001
6.0,850789.4694148937,948.5705413148562,401.5511474609375,-380.85784912109375,-0.096189387284489,884.8896722160188,380.9343566894531,-359.8236389160156,-0.09444033280706621,196.7724091147552,262.1930233171738,0.001
7.0,803478.7061170213,923.2324725582184,376.181884765625,-348.3290710449219,-0.03840906240545405,859.2758197598035,355.80963134765625,-327.1591796875,-0.03199838670521138,196.7724091147552,262.1930233171738,0.001
8.0,754529.022606383,897.2143919614525,353.3260192871094,-318.87127685546875,0.01929409648887137,833.0470975611496,333.2111511230469,-297.8485412597656,0.03004195851155289,196.7724091147552,262.1930233171738,0.001
9.0,711265.7885638297,870.6288407062052,333.7430725097656,-298.6005554199219,0.07655204018726192,806.2433539795453,313.64141845703125,-277.74920654296875,0.09145564966118902,196.7724091147552,262.1930233171738,0.001
10.0,658828.8430851063,843.3090897630203,314.1498718261719,-274.80499267578125,0.13359711483985948,778.7342242342249,294.10650634765625,-253.8218536376953,0.15239724390778142,196.7724091147552,262.1930233171738,0.001
11.0,615440.9973404255,815.6022060474876,295.326904296875,-254.18943786621094,0.18959313654811905,750.9222240796192,275.4587707519531,-233.4400177001953,0.21185930540159836,196.7724091147552,262.1930233171738,0.001
12.0,565971.7207446808,787.5957885886601,276.418701171875,-232.156982421875,0.2442936050322555,722.9379082842354,256.70135498046875,-211.48056030273438,0.2695073792665763,196.7724091147552,262.1930233171738,0.001
13.0,524986.2320478724,759.6134823763279,259.791259765625,-212.55654907226562,0.2970383128347197,695.0860592408474,240.2731475830078,-192.25241088867188,0.32470895066566396,196.7724091147552,262.1930233171738,0.001
14.0,480844.670212766,731.783804448071,244.0448760986328,-192.19139099121094,0.34760306184456125,667.5450617210298,225.16526794433594,-172.0601043701172,0.37716212870165133,196.7724091147552,262.1930233171738,0.001
15.0,442472.50265957444,704.1905306308012,230.26246643066406,-173.47921752929688,0.39587516661246247,640.2821414536924,212.0474395751953,-153.94351196289062,0.42699737130136894,196.7724091147552,262.1930233171738,0.001
16.0,404202.6183510638,677.021886584586,213.5139617919922,-159.09910583496094,0.4415918551280952,613.3893692316949,195.65838623046875,-140.81149291992188,0.4741203968819625,196.7724091147552,262.1930233171738,0.001
17.0,365160.51861702127,650.3002955491625,200.32009887695312,-144.83932495117188,0.4848019273534927,587.204056692485,183.34976196289062,-126.59758758544922,0.5180611564137296,196.7724091147552,262.1930233171738,0.001
18.0,333630.39627659577,624.3973343039175,188.15673828125,-128.24136352539062,0.5250275635002055,562.3249463754355,172.421875,-110.94104766845703,0.5580343287310892,196.7724091147552,262.1930233171738,0.001
19.0,299534.4883643617,599.4236021217564,177.96063232421875,-123.43464660644531,0.5622622460469836,537.9135871580794,163.21817016601562,-107.59249877929688,0.5955741887934399,196.7724091147552,262.1930233171738,0.001
20.0,272892.81848404254,575.3258533668308,168.45005798339844,-107.74435424804688,0.596750249343676,514.5414476325187,154.6390838623047,-92.66967010498047,0.6299549792226986,196.7724091147552,262.1930233171738,0.001
21.0,246272.85738031915,551.4233719636927,160.3838348388672,-93.93047332763672,0.6295610315469611,491.1106404524711,146.97230529785156,-80.10218811035156,0.6628893102649491,196.7724091147552,262.1930233171738,0.001
22.0,219328.56150265958,528.3050125701105,152.74595642089844,-86.48725128173828,0.6599711321095676,468.3129145310306,140.14430236816406,-73.855712890625,0.6934607394213055,196.7724091147552,262.1930233171738,0.001
23.0,196080.62749335106,507.02867637389363,145.99794006347656,-74.8998031616211,0.6868074864094658,447.43243063029956,134.1517333984375,-62.848785400390625,0.7201864410569878,196.7724091147552,262.1930233171738,0.001
24.0,173930.40026595743,486.5590704484532,139.46231079101562,-71.52618408203125,0.7115852460531777,427.30561760133577,128.5401153564453,-60.40095901489258,0.7447939055005804,196.7724091147552,262.1930233171738,0.001
25.0,156621.071143617,467.2137859408378,134.0006866455078,-59.5319709777832,0.7340636984082574,408.2222403262256,123.67475128173828,-48.644283294677734,0.7670797967878368,196.7724091147552,262.1930233171738,0.001
26.0,138253.2928856383,448.8712696355691,127.68402862548828,-58.446842193603516,0.7545347917760157,389.5649914777986,118.13164520263672,-48.6630859375,0.7878838771288456,196.7724091147552,262.1930233171738,0.001
27.0,122342.29072473405,431.36095171372693,121.97667694091797,-54.24809265136719,0.7733122852750299,371.5954361114574,112.5394287109375,-45.12671661376953,0.807001212957773,196.7724091147552,262.1930233171738,0.001
28.0,107708.23129986702,415.8495103118234,118.17316436767578,-45.970218658447266,0.7893222285648344,356.18954398715533,109.6287841796875,-36.68525314331055,0.8226724679675974,196.7724091147552,262.1930233171738,0.001
29.0,96705.14245345745,402.37085817667685,116.00224304199219,-44.39363479614258,0.802758014575417,342.1534104504347,107.51763153076172,-36.476097106933594,0.8363727681843872,196.7724091147552,262.1930233171738,0.001
30.0,85400.06557513298,388.7735745587792,111.19319915771484,-40.781620025634766,0.8158635346359333,328.49909409566357,103.41283416748047,-33.044132232666016,0.8491719246522684,196.7724091147552,262.1930233171738,0.001
31.0,76575.11926529255,375.18666603112024,108.126220703125,-33.4487419128418,0.8285090849904778,314.66812367733024,100.53506469726562,-26.320152282714844,0.8616053385027125,196.7724091147552,262.1930233171738,0.001
32.0,65801.46617353724,363.4930773403766,104.7921142578125,-26.6980037689209,0.839032345711069,301.68786649038793,97.57135772705078,-20.19986915588379,0.8727875771195741,196.7724091147552,262.1930233171738,0.001
33.0,58383.16206781915,352.97637391021715,102.3678207397461,-27.1247501373291,0.8482119430556162,290.55977365285685,95.59814453125,-21.142478942871094,0.8819992374576808,196.7724091147552,262.1930233171738,0.001
34.0,51951.53565492021,343.46040164812706,100.4168472290039,-23.70322036743164,0.8562858026081592,281.7203371290426,94.04681396484375,-18.29523468017578,0.8890696877079025,196.7724091147552,262.1930233171738,0.001
35.0,45278.76092918883,334.86969861630314,97.44099426269531,-24.597951889038086,0.863385112306905,271.6590089575192,91.27071380615234,-19.568605422973633,0.8968517033112109,196.7724091147552,262.1930233171738,0.001
36.0,40468.02794630984,327.4328933682075,95.30593872070312,-23.064537048339844,0.8693856364864613,263.5219574613123,89.33797454833984,-18.2984676361084,0.9029383985997735,196.7724091147552,262.1930233171738,0.001
37.0,35986.57916389628,321.8065628060848,94.85891723632812,-17.834529876708984,0.8738358052061104,257.49121000814876,88.95010375976562,-13.15340518951416,0.9073301088398203,196.7724091147552,262.1930233171738,0.001
38.0,32660.2021484375,316.6521728997638,93.57505798339844,-18.1881160736084,0.8778449932665376,251.87707893754637,87.75061798095703,-14.320006370544434,0.9113270549115255,196.7724091147552,262.1930233171738,0.001
39.0,29941.74073304521,312.3780494289058,92.00361633300781,-16.9914608001709,0.8811203974758506,246.54409244299134,86.42387390136719,-13.51164722442627,0.9150422429700648,196.7724091147552,262.1930233171738,0.001
40.0,27865.836020611703,308.3577933198038,91.02883911132812,-20.30809211730957,0.8841606304899745,241.81170759289583,85.27776336669922,-16.52838134765625,0.918272449138873,196.7724091147552,262.1930233171738,0.001
41.0,26049.65528382646,304.78489046033724,90.14754486083984,-14.747577667236328,0.8868295107290338,237.41498877113185,84.49437713623047,-11.607275009155273,0.9212174371606366,196.7724091147552,262.1930233171738,0.001
42.0,23605.844664228724,301.28700482810916,89.14820861816406,-10.184920310974121,0.8894122233087101,234.30880828256608,83.99017333984375,-6.662792205810547,0.9232654294149661,196.7724091147552,262.1930233171738,0.001
43.0,21725.71290101396,298.57786521110495,88.99931335449219,-11.349721908569336,0.8913920680899526,230.5990438813577,83.56150817871094,-8.295654296875,0.9256760399351425,196.7724091147552,262.1930233171738,0.001
44.0,20306.65726292387,296.3440869641376,88.65271759033203,-7.920722484588623,0.8930110663373361,227.37556346839216,83.07202911376953,-5.364449977874756,0.927739424946038,196.7724091147552,262.1930233171738,0.001
45.0,19280.21300490359,294.2244942076196,87.94805145263672,-6.7039666175842285,0.8945360636975975,223.98029192348272,82.3441162109375,-3.7026143074035645,0.9298813655880374,196.7724091147552,262.1930233171738,0.001
46.0,17903.594072057847,291.7440662184962,86.88447570800781,-9.352248191833496,0.8963067729849327,222.07200733755613,81.75208282470703,-6.035164833068848,0.9310710801064683,196.7724091147552,262.1930233171738,0.001
47.0,17039.528107338763,290.4277083346001,87.17125701904297,-7.742632865905762,0.8972403957900207,219.98687078968717,81.85297393798828,-4.704404354095459,0.9323594140656838,196.7724091147552,262.1930233171738,0.001
48.0,16734.03527052859,289.286745091408,87.06351470947266,-4.7427167892456055,0.8980462047809865,217.42079964388904,81.43294525146484,-1.438463568687439,0.9339282189205287,196.7724091147552,262.1930233171738,0.001
49.0,15992.383009890293,287.7529756496193,86.36468505859375,-8.912992477416992,0.8991244365325507,216.033984433602,80.82933044433594,-5.7335662841796875,0.9347684064547651,196.7724091147552,262.1930233171738,0.001
50.0,15348.351759890293,286.7426911672173,86.9865493774414,-2.1073262691497803,0.8998315299050252,214.72761976428717,81.23157501220703,0.6863484382629395,0.9355549363760722,196.7724091147552,262.1930233171738,0.001
51.0,14513.95098487367,284.70679664664334,86.9193344116211,-2.9270100593566895,0.9012488875422782,212.4641811859559,81.44189453125,0.307245135307312,0.9369064034186121,196.7724091147552,262.1930233171738,0.001
52.0,14102.033670628325,283.91543410660694,85.63404846191406,-7.177522659301758,0.9017970958974919,210.82073783843308,79.9779052734375,-3.9207358360290527,0.9378787058461082,196.7724091147552,262.1930233171738,0.001
53.0,13241.714677526596,282.4919814405115,85.72944641113281,-8.497183799743652,0.90277933741654,209.13440158733422,79.9666748046875,-5.322534561157227,0.9388685365322422,196.7724091147552,262.1930233171738,0.001
54.0,13452.25169340093,281.64277404735367,85.879150390625,-0.1966785490512848,0.9033629745961888,208.51970667215207,79.99136352539062,2.309648275375366,0.9392273677467864,196.7724091147552,262.1930233171738,0.001
55.0,12322.873436461105,280.85175429482837,84.41436767578125,-11.519818305969238,0.903905040333573,206.57498905706115,78.80762481689453,-8.02005386352539,0.9403556495100566,196.7724091147552,262.1930233171738,0.001
56.0,12796.226541722075,280.4690669669589,85.09381866455078,-3.213632583618164,0.904166739030564,205.72539912088078,78.92137908935547,-0.789909303188324,0.940845244471566,196.7724091147552,262.1930233171738,0.001
57.0,11580.662566489362,278.9773876622974,84.45527648925781,-6.255721092224121,0.9051834097532815,203.81842076911767,78.43901062011719,-3.4968011379241943,0.9419368355471299,196.7724091147552,262.1930233171738,0.001
58.0,11133.26840404754,278.39507107149115,85.80905151367188,-2.1724021434783936,0.9055788228009982,203.712362508172,79.71946716308594,0.6270177364349365,0.9419972469272722,196.7724091147552,262.1930233171738,0.001
59.0,10899.282855094747,277.6862578835715,85.0032730102539,-1.7279270887374878,0.9060590164696289,202.07879908521784,78.77262115478516,0.6107388734817505,0.9429237618549565,196.7724091147552,262.1930233171738,0.001
60.0,10605.661189951796,277.45438944617644,84.40487670898438,-3.462137222290039,0.9062158326926901,201.6278959310363,78.45417785644531,-0.005127699114382267,0.943178188775703,196.7724091147552,262.1930233171738,0.001
61.0,10171.070250166224,277.0099872908698,84.12708282470703,-8.267702102661133,0.9065160226314631,200.7698368961668,78.20854949951172,-5.441484451293945,0.9436607879010543,196.7724091147552,262.1930233171738,0.001
62.0,9834.004903590425,276.78458072380215,84.55000305175781,-8.116754531860352,0.906668098947428,199.77885951681395,78.62158203125,-4.956810474395752,0.9442155833636737,196.7724091147552,262.1930233171738,0.001
